[22.0,29.120439529418945)
[11.661903381347656,14.142135620117188)
[12.649110794067383,14.0)
[10.770329475402832,12.0)
[8.9442720413208,10.0)
[12.165525436401367,12.806248664855957)
[12.806248664855957,13.416407585144043)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.649110794067383,12.806248664855957)
[12.649110794067383,12.806248664855957)
[22.0,22.090721130371094)
[22.0,22.090721130371094)
