[22.0,147.32276916503906)
[21.540658950805664,36.769554138183594)
[103.24727630615234,112.0)
[28.42534065246582,31.240999221801758)
[12.0,14.560219764709473)
[2.0,4.0)
[103.3247299194336,104.80458068847656)
[12.649110794067383,14.0)
[12.806248664855957,14.0)
[2.8284270763397217,4.0)
[2.8284270763397217,4.0)
[28.844409942626953,29.73213768005371)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[23.323806762695312,24.083189010620117)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[15.620499610900879,16.0)
[5.656854152679443,6.0)
[6.0,6.324555397033691)
[24.0,24.166091918945312)
[12.649110794067383,12.806248664855957)
