[2.0,99.4786376953125)
[12.0,23.323806762695312)
[2.0,8.246211051940918)
[4.0,10.0)
[4.0,10.0)
[2.0,8.0)
[2.0,7.211102485656738)
[12.649110794067383,16.124515533447266)
[12.649110794067383,16.124515533447266)
[12.806248664855957,16.124515533447266)
[12.649110794067383,15.620499610900879)
[12.649110794067383,15.620499610900879)
[12.649110794067383,15.620499610900879)
[4.0,6.0)
[2.0,4.0)
[2.0,4.0)
[12.649110794067383,14.422204971313477)
[2.8284270763397217,4.4721360206604)
[12.806248664855957,14.422204971313477)
[4.4721360206604,6.0)
[12.649110794067383,14.142135620117188)
[12.649110794067383,14.142135620117188)
[12.649110794067383,14.0)
[12.649110794067383,14.0)
[12.649110794067383,14.0)
[12.806248664855957,14.142135620117188)
[12.806248664855957,14.142135620117188)
[14.0,15.231546401977539)
[6.0,7.211102485656738)
[12.806248664855957,14.0)
[2.8284270763397217,4.0)
[2.8284270763397217,4.0)
[2.8284270763397217,4.0)
[2.8284270763397217,4.0)
[7.211102485656738,8.246211051940918)
[6.324555397033691,7.211102485656738)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[7.211102485656738,8.0)
[13.416407585144043,14.142135620117188)
[13.416407585144043,14.142135620117188)
[12.806248664855957,13.416407585144043)
[13.416407585144043,14.0)
[13.416407585144043,14.0)
[13.416407585144043,14.0)
[13.416407585144043,14.0)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[5.656854152679443,6.0)
[5.656854152679443,6.0)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[14.142135620117188,14.422204971313477)
[14.142135620117188,14.422204971313477)
[14.142135620117188,14.422204971313477)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[12.0,12.165525436401367)
[12.0,12.165525436401367)
[12.649110794067383,12.806248664855957)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[14.0,14.142135620117188)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
[16.0,16.124515533447266)
