[2.0,44.18144226074219)
[18.0,21.260292053222656)
[26.68332862854004,28.07133674621582)
[44.0,44.18144226074219)
[18.0,18.11077117919922)
[18.0,18.11077117919922)
[18.0,18.11077117919922)
[20.0,20.099750518798828)
[26.0,26.07680892944336)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[28.0,28.07133674621582)
[30.0,30.066593170166016)
[30.0,30.066593170166016)
[30.0,30.066593170166016)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[34.0,34.058773040771484)
[36.0,36.055511474609375)
[36.0,36.055511474609375)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
