[2.0,46.0)
[60.0,70.0)
[4.4721360206604,8.485280990600586)
[2.0,4.4721360206604)
[2.0,4.4721360206604)
[6.0,8.246211051940918)
[39.84971618652344,42.04759216308594)
[4.4721360206604,6.0)
[2.8284270763397217,4.0)
[2.8284270763397217,4.0)
[2.8284270763397217,4.0)
[27.20294189453125,28.284271240234375)
[7.211102485656738,8.246211051940918)
[13.416407585144043,14.422204971313477)
[44.0,44.94440841674805)
[45.12205505371094,46.0)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[2.0,2.8284270763397217)
[7.211102485656738,8.0)
[68.0,68.73136138916016)
[13.416407585144043,14.0)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[4.0,4.4721360206604)
[40.0,40.4474983215332)
[34.525352478027344,34.928497314453125)
[11.661903381347656,12.0)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[6.0,6.324555397033691)
[14.142135620117188,14.422204971313477)
[14.142135620117188,14.422204971313477)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.0,8.246211051940918)
[8.246211051940918,8.485280990600586)
[10.0,10.198039054870605)
[10.0,10.198039054870605)
[10.0,10.198039054870605)
[40.0,40.04996871948242)
[40.0,40.04996871948242)
[40.0,40.04996871948242)
[40.0,40.04996871948242)
[42.0,42.04759216308594)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[44.0,44.04542922973633)
[60.0,60.0333251953125)
[68.0,68.02940368652344)
[68.0,68.02940368652344)
[68.0,68.02940368652344)
[68.0,68.02940368652344)
[68.0,68.02940368652344)
